Date;Location ISO Code;Location;New Cases;New Deaths;New Recovered;New Active Cases;Total Cases;Total Deaths;Total Recovered;Total Active Cases;Location Level;Province;Country;Continent;Island;Time Zone;Special Status;Total Regencies;Total Cities;Total Districts;Total Urban Villages;Total Rural Villages;Area (km2);Population;Population Density;Longitude;Latitude;New Cases per Million;Total Cases per Million;New Deaths per Million;Total Deaths per Million;Total Deaths per 100rb;Case Fatality Rate;Case Recovered Rate;Growth Factor of New Cases;Growth Factor of New Deaths
03/06/2021;ID-MU;Maluku Utara;12;0;19;-7;4052;113;3455;484;Province;Maluku Utara;Indonesia;Asia;Maluku;UTC+09:00;;8;2;116;118;1063;31983;1307803;40.89;1.275.391.072;0.212036949;9.18;3098.33;0.00;86.40;8.64;2.79%;85.27%;3.00;1.00
03/06/2021;ID-NB;Nusa Tenggara Barat;3;1;26;-24;8854;339;7143;1372;Province;Nusa Tenggara Barat;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;2;117;145;995;18572;5270247;283.77;1.175.086.257;-8.606.998.866;0.57;1680.00;0.19;64.32;6.43;3.83%;80.68%;0.07;1.00
03/06/2021;ID-NT;Nusa Tenggara Timur;130;8;211;-89;9928;280;7536;2112;Province;Nusa Tenggara Timur;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;21;1;309;327;3026;48718;5411321;111.07;121.592.271;-8.682.205;24.02;1834.67;1.48;51.74;5.17;2.82%;75.91%;0.87;2.67
03/06/2021;ID-PA;Papua;53;2;27;24;17560;219;9516;7825;Province;Papua;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;28;1;560;110;5411;319036;4340348;13.60;13.869.603;-466.620.953;12.21;4045.76;0.46;50.46;5.05;1.25%;54.19%;0.84;
03/06/2021;ID-PB;Papua Barat;44;0;29;15;7615;126;6960;529;Province;Papua Barat;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;12;1;218;95;1742;102955;1140701;11.08;1.329.762.624;-2.045.160.182;38.57;6675.72;0.00;110.46;11.05;1.65%;91.40%;1.63;1.00
03/06/2021;ID-RI;Riau;68;4;87;-23;31905;778;30163;964;Province;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;11.20;5252.63;0.66;128.08;12.81;2.44%;94.54%;0.53;4.00
03/06/2021;ID-SR;Sulawesi Barat;4;2;87;-85;5289;108;4271;910;Province;Sulawesi Barat;Indonesia;Asia;Sulawesi;UTC+08:00;;6;;69;73;575;16787;1559984;92.93;1.193.450.194;-2.461.746.053;2.56;3390.42;1.28;69.23;6.92;2.04%;80.75%;0.29;
03/06/2021;ID-SN;Sulawesi Selatan;166;4;308;-146;57336;870;53226;3240;Province;Sulawesi Selatan;Indonesia;Asia;Sulawesi;UTC+08:00;;21;3;311;792;2255;46717;9426885;201.78;1.201.620.559;-3.731.080.714;17.61;6082.18;0.42;92.29;9.23;1.52%;92.83%;0.85;0.50
03/06/2021;ID-ST;Sulawesi Tengah;34;0;4;30;10323;263;8487;1573;Province;Sulawesi Tengah;Indonesia;Asia;Sulawesi;UTC+08:00;;12;1;175;175;1842;61841;2955567;47.79;1.212.010.927;-100.413.668;11.50;3492.73;0.00;88.98;8.90;2.55%;82.21%;2.62;0.00
03/06/2021;ID-SG;Sulawesi Tenggara;2;0;24;-22;10093;200;9384;509;Province;Sulawesi Tenggara;Indonesia;Asia;Sulawesi;UTC+08:00;;15;2;219;377;1911;38068;2635461;69.23;122.070.311;-4.124.688.793;0.76;3829.69;0.00;75.89;7.59;1.98%;92.98%;0.25;0.00
03/06/2021;ID-SA;Sulawesi Utara;27;2;8;17;15102;499;12019;2584;Province;Sulawesi Utara;Indonesia;Asia;Sulawesi;UTC+08:00;;11;4;171;332;1507;13892;2641884;190.17;1.245.212.396;1.259.638.212;10.22;5716.38;0.76;188.88;18.89;3.30%;79.59%;2.45;2.00
03/06/2021;ID-SB;Sumatera Barat;92;0;141;-49;29646;653;27906;1087;Province;Sumatera Barat;Indonesia;Asia;Sumatera;UTC+07:00;;12;7;179;230;928;42013;5519245;131.37;1.004.650.624;-0.850253225;16.67;5371.39;0.00;118.31;11.83;2.20%;94.13%;1.06;0.00
03/06/2021;ID-SS;Sumatera Selatan;58;0;98;-40;16228;759;14113;1356;Province;Sumatera Selatan;Indonesia;Asia;Sumatera;UTC+07:00;;13;4;241;387;2853;91592;8217551;89.72;1.041.694.647;-3.216.211.808;7.06;1974.80;0.00;92.36;9.24;4.68%;86.97%;0.92;0.00
03/06/2021;ID-SU;Sumatera Utara;87;3;90;-6;25251;854;21889;2508;Province;Sumatera Utara;Indonesia;Asia;Sumatera;UTC+07:00;;25;8;450;693;5417;72981;14874889;203.82;9.905.196.442;2.191.894.453;5.85;1697.56;0.20;57.41;5.74;3.38%;86.69%;0.88;0.75
04/06/2021;ID-AC;Aceh;13;1;31;-19;9946;398;8117;1431;Province;Aceh;Indonesia;Asia;Sumatera;UTC+07:00;Daerah Khusus;18;5;289;;6497;57956;5247257;90.54;9.691.052.174;4.225.614.628;2.48;1895.47;0.19;75.85;7.58;4.00%;81.61%;1.18;1.00
04/06/2021;ID-BA;Bali;236;8;214;14;40844;1173;38094;1577;Province;Bali;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;1;57;80;636;5780;4216171;729.43;1.151.317.136;-8.369.471.688;55.97;9687.46;1.90;278.21;27.82;2.87%;93.27%;1.26;1.33
04/06/2021;ID-BT;Banten;187;0;11;176;44371;1164;41685;1522;Province;Banten;Indonesia;Asia;Jawa;UTC+07:00;;4;4;155;313;1238;9663;10722374;1109.64;1.061.090.043;-6.456.736.388;17.44;4138.17;0.00;108.56;10.86;2.62%;93.95%;0.72;1.00
04/06/2021;ID-BE;Bengkulu;28;1;18;9;5577;158;5123;296;Province;Bengkulu;Indonesia;Asia;Sumatera;UTC+07:00;;9;1;129;172;1341;19919;1999539;100.38;1.023.384.213;-3.533.583.627;14.00;2789.14;0.50;79.02;7.90;2.83%;91.86%;2.00;0.33
04/06/2021;ID-JK;DKI Jakarta;487;4;587;-104;387470;6387;375193;5890;Province;DKI Jakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Khusus Ibu Kota;1;5;44;267;;664;10846145;16334.31;1.068.361.183;-6.204.698.991;44.90;35724.21;0.37;588.87;58.89;1.65%;96.83%;0.93;1.00
04/06/2021;ID-YO;Daerah Istimewa Yogyakarta;233;7;207;19;34511;834;28798;4879;Province;Daerah Istimewa Yogyakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Istimewa;4;1;78;46;392;3133;3631015;1158.90;1.104.448.783;-789.450.185;64.17;9504.50;1.93;229.69;22.97;2.42%;83.45%;1.73;7.00
04/06/2021;ID-GO;Gorontalo;7;1;8;-2;5208;150;4867;191;Province;Gorontalo;Indonesia;Asia;Sulawesi;UTC+08:00;;5;1;77;72;657;11257;1180651;104.88;1.223.760.581;0.687002604;5.93;4411.13;0.85;127.05;12.70;2.88%;93.45%;;1.00
04/06/2021;ID-JA;Jambi;60;0;36;24;6465;95;5209;1161;Province;Jambi;Indonesia;Asia;Sumatera;UTC+07:00;;9;2;141;163;1399;50058;3493357;69.79;1.027.236.404;-169.769.766;17.18;1850.66;0.00;27.19;2.72;1.47%;80.57%;2.86;1.00
04/06/2021;ID-JB;Jawa Barat;820;17;803;0;255947;3373;227939;24635;Province;Jawa Barat;Indonesia;Asia;Jawa;UTC+07:00;;18;9;627;645;5312;35378;45161325;1276.55;1.076.037.083;-6.920.432.083;18.16;5667.39;0.38;74.69;7.47;1.32%;89.06%;0.89;4.25
04/06/2021;ID-JT;Jawa Tengah;594;3;804;-213;171823;7597;130584;33642;Province;Jawa Tengah;Indonesia;Asia;Jawa;UTC+07:00;;29;6;576;753;7809;32801;36364072;1108.64;1.102.011.149;-7.259.097.177;16.33;4725.08;0.08;208.91;20.89;4.42%;76.00%;1.19;0.06
04/06/2021;ID-JI;Jawa Timur;293;25;216;52;141060;10050;128984;2026;Province;Jawa Timur;Indonesia;Asia;Jawa;UTC+07:00;;29;9;666;777;7724;47803;40479023;846.78;1.127.329.414;-7.723.345.579;7.24;3484.77;0.62;248.28;24.83;7.12%;91.44%;1.28;0.83
04/06/2021;ID-KB;Kalimantan Barat;36;0;47;-11;6127;34;5557;536;Province;Kalimantan Barat;Indonesia;Asia;Kalimantan;UTC+07:00;;12;2;174;99;2031;147307;5422814;36.81;1.111.211.776;-0.086474572;6.64;1129.86;0.00;6.27;0.63;0.55%;90.70%;;1.00
04/06/2021;ID-KS;Kalimantan Selatan;153;5;222;-74;29177;854;25338;2985;Province;Kalimantan Selatan;Indonesia;Asia;Kalimantan;UTC+08:00;;11;2;153;144;1864;38744;4023049;103.84;1.154.385.783;-2.993.594.979;38.03;7252.46;1.24;212.28;21.23;2.93%;86.84%;1.00;2.50
04/06/2021;ID-KT;Kalimantan Tengah;70;0;134;-64;17765;396;14561;2808;Province;Kalimantan Tengah;Indonesia;Asia;Kalimantan;UTC+07:00;;13;1;136;139;1432;153565;2570289;16.74;1.134.176.536;-1.602.484.653;27.23;6911.67;0.00;154.07;15.41;2.23%;81.96%;0.66;0.00
04/06/2021;ID-KI;Kalimantan Timur;197;4;182;11;64694;1551;60304;2839;Province;Kalimantan Timur;Indonesia;Asia;Kalimantan;UTC+08:00;;7;3;103;197;841;129067;3552191;27.52;1.164.684.405;0.45385803;55.46;18212.42;1.13;436.63;43.66;2.40%;93.21%;2.19;0.67
04/06/2021;ID-KU;Kalimantan Utara;14;1;65;-52;11296;177;9600;1519;Province;Kalimantan Utara;Indonesia;Asia;Kalimantan;UTC+08:00;;4;1;53;35;447;75468;648407;8.59;1.162.188.791;2.891.012.621;21.59;17421.16;1.54;272.98;27.30;1.57%;84.99%;2.00;1.00
04/06/2021;ID-BB;Kepulauan Bangka Belitung;62;2;38;22;9817;164;8822;831;Province;Kepulauan Bangka Belitung;Indonesia;Asia;Sumatera;UTC+07:00;;6;1;47;82;309;16424;1379767;84.01;1.065.499.324;-2.447.444.127;44.94;7114.97;1.45;118.86;11.89;1.67%;89.86%;0.61;1.00
04/06/2021;ID-KR;Kepulauan Riau;23;0;17;6;9381;230;8792;359;Province;Kepulauan Riau;Indonesia;Asia;Sumatera;UTC+07:00;;5;2;75;142;275;8202;1929400;235.24;108.261.746;3.916.346;11.92;4862.13;0.00;119.21;11.92;2.45%;93.72%;0.52;1.00
04/06/2021;ID-LA;Lampung;38;0;25;13;14272;771;12966;535;Province;Lampung;Indonesia;Asia;Sumatera;UTC+07:00;;13;2;228;205;2435;34624;9095591;262.70;1.050.214.366;-4.916.792.975;4.18;1569.11;0.00;84.77;8.48;5.40%;90.85%;1.36;0.00
04/06/2021;ID-MA;Maluku;11;0;16;-5;7386;113;6898;375;Province;Maluku;Indonesia;Asia;Maluku;UTC+09:00;;9;2;118;35;1198;46914;1847097;39.37;129.576.792;-3.192.572;5.96;3998.71;0.00;61.18;6.12;1.53%;93.39%;5.50;0.00
04/06/2021;ID-MU;Maluku Utara;8;0;0;8;4340;120;3681;539;Province;Maluku Utara;Indonesia;Asia;Maluku;UTC+09:00;;8;2;116;118;1063;31983;1307803;40.89;1.275.391.072;0.212036949;6.12;3318.54;0.00;91.76;9.18;2.76%;84.82%;8.00;1.00
04/06/2021;ID-NB;Nusa Tenggara Barat;7;1;1;5;9705;360;7520;1825;Province;Nusa Tenggara Barat;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;2;117;145;995;18572;5270247;283.77;1.175.086.257;-8.606.998.866;1.33;1841.47;0.19;68.31;6.83;3.71%;77.49%;0.22;0.50
04/06/2021;ID-NT;Nusa Tenggara Timur;27;2;36;-11;12669;344;10579;1746;Province;Nusa Tenggara Timur;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;21;1;309;327;3026;48718;5411321;111.07;121.592.271;-8.682.205;4.99;2341.20;0.37;63.57;6.36;2.72%;83.50%;;1.00
04/06/2021;ID-PA;Papua;30;0;3;27;19728;250;10640;8838;Province;Papua;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;28;1;560;110;5411;319036;4340348;13.60;13.869.603;-466.620.953;6.91;4545.26;0.00;57.60;5.76;1.27%;53.93%;5.00;0.00
04/06/2021;ID-PB;Papua Barat;20;2;15;3;8426;136;7884;406;Province;Papua Barat;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;12;1;218;95;1742;102955;1140701;11.08;1.329.762.624;-2.045.160.182;17.53;7386.69;1.75;119.22;11.92;1.61%;93.57%;1.82;
04/06/2021;ID-RI;Riau;214;5;170;39;35786;884;33324;1578;Province;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;35.23;5891.57;0.82;145.54;14.55;2.47%;93.12%;2.52;0.63
04/06/2021;ID-SR;Sulawesi Barat;1;1;11;-11;5374;114;5147;113;Province;Sulawesi Barat;Indonesia;Asia;Sulawesi;UTC+08:00;;6;;69;73;575;16787;1559984;92.93;1.193.450.194;-2.461.746.053;0.64;3444.91;0.64;73.08;7.31;2.12%;95.78%;;
04/06/2021;ID-SN;Sulawesi Selatan;209;0;128;81;60083;910;58314;859;Province;Sulawesi Selatan;Indonesia;Asia;Sulawesi;UTC+08:00;;21;3;311;792;2255;46717;9426885;201.78;1.201.620.559;-3.731.080.714;22.17;6373.58;0.00;96.53;9.65;1.51%;97.06%;6.74;0.00
04/06/2021;ID-ST;Sulawesi Tengah;16;1;47;-32;11367;301;10317;749;Province;Sulawesi Tengah;Indonesia;Asia;Sulawesi;UTC+08:00;;12;1;175;175;1842;61841;2955567;47.79;1.212.010.927;-100.413.668;5.41;3845.96;0.34;101.84;10.18;2.65%;90.76%;0.33;1.00
04/06/2021;ID-SG;Sulawesi Tenggara;10;1;31;-22;10293;206;9665;422;Province;Sulawesi Tenggara;Indonesia;Asia;Sulawesi;UTC+08:00;;15;2;219;377;1911;38068;2635461;69.23;122.070.311;-4.124.688.793;3.79;3905.58;0.38;78.16;7.82;2.00%;93.90%;;
04/06/2021;ID-SA;Sulawesi Utara;11;0;1;10;15397;502;12488;2407;Province;Sulawesi Utara;Indonesia;Asia;Sulawesi;UTC+08:00;;11;4;171;332;1507;13892;2641884;190.17;1.245.212.396;1.259.638.212;4.16;5828.04;0.00;190.02;19.00;3.26%;81.11%;11.00;1.00
04/06/2021;ID-SB;Sumatera Barat;105;4;115;-14;32311;698;30254;1359;Province;Sumatera Barat;Indonesia;Asia;Sumatera;UTC+07:00;;12;7;179;230;928;42013;5519245;131.37;1.004.650.624;-0.850253225;19.02;5854.24;0.72;126.47;12.65;2.16%;93.63%;2.06;1.00
04/06/2021;ID-SS;Sumatera Selatan;49;4;57;-12;18118;853;15821;1444;Province;Sumatera Selatan;Indonesia;Asia;Sumatera;UTC+07:00;;13;4;241;387;2853;91592;8217551;89.72;1.041.694.647;-3.216.211.808;5.96;2204.79;0.49;103.80;10.38;4.71%;87.32%;0.91;1.33
04/06/2021;ID-SU;Sumatera Utara;77;5;74;-2;27772;924;24463;2385;Province;Sumatera Utara;Indonesia;Asia;Sumatera;UTC+07:00;;25;8;450;693;5417;72981;14874889;203.82;9.905.196.442;2.191.894.453;5.18;1867.04;0.34;62.12;6.21;3.33%;88.09%;1.04;
05/06/2021;ID-AC;Aceh;107;1;38;68;11589;461;9859;1269;Province;Aceh;Indonesia;Asia;Sumatera;UTC+07:00;Daerah Khusus;18;5;289;;6497;57956;5247257;90.54;9.691.052.174;4.225.614.628;20.39;2208.58;0.19;87.86;8.79;3.98%;85.07%;1.18;0.17
05/06/2021;ID-BA;Bali;146;11;156;-21;45428;1389;42732;1307;Province;Bali;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;1;57;80;636;5780;4216171;729.43;1.151.317.136;-8.369.471.688;34.63;10774.71;2.61;329.45;32.94;3.06%;94.07%;1.14;1.22
05/06/2021;ID-BT;Banten;65;1;37;27;47827;1220;44744;1863;Province;Banten;Indonesia;Asia;Jawa;UTC+07:00;;4;4;155;313;1238;9663;10722374;1109.64;1.061.090.043;-6.456.736.388;6.06;4460.49;0.09;113.78;11.38;2.55%;93.55%;0.89;0.33
05/06/2021;ID-BE;Bengkulu;50;1;45;4;7105;175;6070;860;Province;Bengkulu;Indonesia;Asia;Sumatera;UTC+07:00;;9;1;129;172;1341;19919;1999539;100.38;1.023.384.213;-3.533.583.627;25.01;3553.32;0.50;87.52;8.75;2.46%;85.43%;1.43;
05/06/2021;ID-JK;DKI Jakarta;906;21;566;319;413318;6762;399271;7285;Province;DKI Jakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Khusus Ibu Kota;1;5;44;267;;664;10846145;16334.31;1.068.361.183;-6.204.698.991;83.53;38107.36;1.94;623.45;62.34;1.64%;96.60%;1.07;1.75
05/06/2021;ID-YO;Daerah Istimewa Yogyakarta;229;5;319;-95;40601;992;36210;3399;Province;Daerah Istimewa Yogyakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Istimewa;4;1;78;46;392;3133;3631015;1158.90;1.104.448.783;-789.450.185;63.07;11181.72;1.38;273.20;27.32;2.44%;89.18%;0.99;0.83
05/06/2021;ID-GO;Gorontalo;11;0;4;7;5421;168;5104;149;Province;Gorontalo;Indonesia;Asia;Sulawesi;UTC+08:00;;5;1;77;72;657;11257;1180651;104.88;1.223.760.581;0.687002604;9.32;4591.53;0.00;142.29;14.23;3.10%;94.15%;2.75;1.00
05/06/2021;ID-JA;Jambi;84;2;45;37;8126;124;6467;1535;Province;Jambi;Indonesia;Asia;Sumatera;UTC+07:00;;9;2;141;163;1399;50058;3493357;69.79;1.027.236.404;-169.769.766;24.05;2326.13;0.57;35.50;3.55;1.53%;79.58%;0.82;1.00
05/06/2021;ID-JB;Jawa Barat;1056;7;1501;-452;288290;3857;254123;30310;Province;Jawa Barat;Indonesia;Asia;Jawa;UTC+07:00;;18;9;627;645;5312;35378;45161325;1276.55;1.076.037.083;-6.920.432.083;23.38;6383.56;0.15;85.40;8.54;1.34%;88.15%;1.08;0.27
05/06/2021;ID-JT;Jawa Tengah;372;13;403;-44;186986;8585;168000;10401;Province;Jawa Tengah;Indonesia;Asia;Jawa;UTC+07:00;;29;6;576;753;7809;32801;36364072;1108.64;1.102.011.149;-7.259.097.177;10.23;5142.05;0.36;236.08;23.61;4.59%;89.85%;0.68;0.22
05/06/2021;ID-JI;Jawa Timur;255;28;249;-22;149198;10851;136506;1841;Province;Jawa Timur;Indonesia;Asia;Jawa;UTC+07:00;;29;9;666;777;7724;47803;40479023;846.78;1.127.329.414;-7.723.345.579;6.30;3685.81;0.69;268.06;26.81;7.27%;91.49%;0.94;1.00
05/06/2021;ID-KB;Kalimantan Barat;120;5;89;26;8284;55;7188;1041;Province;Kalimantan Barat;Indonesia;Asia;Kalimantan;UTC+07:00;;12;2;174;99;2031;147307;5422814;36.81;1.111.211.776;-0.086474572;22.13;1527.62;0.92;10.14;1.01;0.66%;86.77%;1.03;1.25
05/06/2021;ID-KS;Kalimantan Selatan;64;2;140;-78;33320;960;30621;1739;Province;Kalimantan Selatan;Indonesia;Asia;Kalimantan;UTC+08:00;;11;2;153;144;1864;38744;4023049;103.84;1.154.385.783;-2.993.594.979;15.91;8282.28;0.50;238.62;23.86;2.88%;91.90%;0.59;0.67
05/06/2021;ID-KT;Kalimantan Tengah;74;0;41;33;20568;453;17795;2320;Province;Kalimantan Tengah;Indonesia;Asia;Kalimantan;UTC+07:00;;13;1;136;139;1432;153565;2570289;16.74;1.134.176.536;-1.602.484.653;28.79;8002.21;0.00;176.24;17.62;2.20%;86.52%;0.81;0.00
05/06/2021;ID-KI;Kalimantan Timur;104;3;126;-25;69278;1663;66027;1588;Province;Kalimantan Timur;Indonesia;Asia;Kalimantan;UTC+08:00;;7;3;103;197;841;129067;3552191;27.52;1.164.684.405;0.45385803;29.28;19502.89;0.84;468.16;46.82;2.40%;95.31%;0.76;0.60
05/06/2021;ID-KU;Kalimantan Utara;8;0;28;-20;11832;188;11140;504;Province;Kalimantan Utara;Indonesia;Asia;Kalimantan;UTC+08:00;;4;1;53;35;447;75468;648407;8.59;1.162.188.791;2.891.012.621;12.34;18247.80;0.00;289.94;28.99;1.59%;94.15%;2.67;0.00
05/06/2021;ID-BB;Kepulauan Bangka Belitung;168;1;151;16;14281;222;12480;1579;Province;Kepulauan Bangka Belitung;Indonesia;Asia;Sumatera;UTC+07:00;;6;1;47;82;309;16424;1379767;84.01;1.065.499.324;-2.447.444.127;121.76;10350.30;0.72;160.90;16.09;1.55%;87.39%;1.34;1.00
05/06/2021;ID-KR;Kepulauan Riau;253;11;89;153;12134;271;10133;1730;Province;Kepulauan Riau;Indonesia;Asia;Sumatera;UTC+07:00;;5;2;75;142;275;8202;1929400;235.24;108.261.746;3.916.346;131.13;6289.00;5.70;140.46;14.05;2.23%;83.51%;2.69;
05/06/2021;ID-LA;Lampung;67;3;36;28;16407;824;14164;1419;Province;Lampung;Indonesia;Asia;Sumatera;UTC+07:00;;13;2;228;205;2435;34624;9095591;262.70;1.050.214.366;-4.916.792.975;7.37;1803.84;0.33;90.59;9.06;5.02%;86.33%;0.87;3.00
05/06/2021;ID-MA;Maluku;7;0;5;2;7574;118;7150;306;Province;Maluku;Indonesia;Asia;Maluku;UTC+09:00;;9;2;118;35;1198;46914;1847097;39.37;129.576.792;-3.192.572;3.79;4100.49;0.00;63.88;6.39;1.56%;94.40%;0.39;1.00
05/06/2021;ID-MU;Maluku Utara;2;0;12;-10;4430;120;4219;91;Province;Maluku Utara;Indonesia;Asia;Maluku;UTC+09:00;;8;2;116;118;1063;31983;1307803;40.89;1.275.391.072;0.212036949;1.53;3387.36;0.00;91.76;9.18;2.71%;95.24%;0.29;1.00
05/06/2021;ID-NB;Nusa Tenggara Barat;19;0;16;3;10692;400;7951;2341;Province;Nusa Tenggara Barat;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;2;117;145;995;18572;5270247;283.77;1.175.086.257;-8.606.998.866;3.61;2028.75;0.00;75.90;7.59;3.74%;74.36%;0.73;0.00
05/06/2021;ID-NT;Nusa Tenggara Timur;273;3;61;209;15084;383;13016;1685;Province;Nusa Tenggara Timur;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;21;1;309;327;3026;48718;5411321;111.07;121.592.271;-8.682.205;50.45;2787.49;0.55;70.78;7.08;2.54%;86.29%;4.96;1.50
05/06/2021;ID-PA;Papua;22;0;22;0;20408;260;11401;8747;Province;Papua;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;28;1;560;110;5411;319036;4340348;13.60;13.869.603;-466.620.953;5.07;4701.93;0.00;59.90;5.99;1.27%;55.87%;1.22;1.00
05/06/2021;ID-PB;Papua Barat;10;0;13;-3;9041;153;8640;248;Province;Papua Barat;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;12;1;218;95;1742;102955;1140701;11.08;1.329.762.624;-2.045.160.182;8.77;7925.83;0.00;134.13;13.41;1.69%;95.56%;0.43;1.00
05/06/2021;ID-RI;Riau;520;20;479;21;47151;1176;40776;5199;Province;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;85.61;7762.63;3.29;193.61;19.36;2.49%;86.48%;0.91;1.33
05/06/2021;ID-SR;Sulawesi Barat;0;0;8;-8;5475;119;5281;75;Province;Sulawesi Barat;Indonesia;Asia;Sulawesi;UTC+08:00;;6;;69;73;575;16787;1559984;92.93;1.193.450.194;-2.461.746.053;0.00;3509.65;0.00;76.28;7.63;2.17%;96.46%;0.00;1.00
05/06/2021;ID-SN;Sulawesi Selatan;17;0;23;-6;61580;932;60343;305;Province;Sulawesi Selatan;Indonesia;Asia;Sulawesi;UTC+08:00;;21;3;311;792;2255;46717;9426885;201.78;1.201.620.559;-3.731.080.714;1.80;6532.38;0.00;98.87;9.89;1.51%;97.99%;2.83;1.00
05/06/2021;ID-ST;Sulawesi Tengah;47;0;50;-3;12470;341;11594;535;Province;Sulawesi Tengah;Indonesia;Asia;Sulawesi;UTC+08:00;;12;1;175;175;1842;61841;2955567;47.79;1.212.010.927;-100.413.668;15.90;4219.16;0.00;115.38;11.54;2.73%;92.98%;1.62;0.00
05/06/2021;ID-SG;Sulawesi Tenggara;2;2;17;-17;10443;214;9945;284;Province;Sulawesi Tenggara;Indonesia;Asia;Sulawesi;UTC+08:00;;15;2;219;377;1911;38068;2635461;69.23;122.070.311;-4.124.688.793;0.76;3962.49;0.76;81.20;8.12;2.05%;95.23%;0.20;
05/06/2021;ID-SA;Sulawesi Utara;0;0;120;-120;15664;509;13431;1724;Province;Sulawesi Utara;Indonesia;Asia;Sulawesi;UTC+08:00;;11;4;171;332;1507;13892;2641884;190.17;1.245.212.396;1.259.638.212;0.00;5929.10;0.00;192.67;19.27;3.25%;85.74%;0.00;1.00
05/06/2021;ID-SB;Sumatera Barat;416;10;257;149;38261;834;34930;2497;Province;Sumatera Barat;Indonesia;Asia;Sumatera;UTC+07:00;;12;7;179;230;928;42013;5519245;131.37;1.004.650.624;-0.850253225;75.37;6932.29;1.81;151.11;15.11;2.18%;91.29%;1.58;2.00
05/06/2021;ID-SS;Sumatera Selatan;130;7;127;-4;21208;1041;18727;1440;Province;Sumatera Selatan;Indonesia;Asia;Sumatera;UTC+07:00;;13;4;241;387;2853;91592;8217551;89.72;1.041.694.647;-3.216.211.808;15.82;2580.82;0.85;126.68;12.67;4.91%;88.30%;1.01;0.70
05/06/2021;ID-SU;Sumatera Utara;81;4;60;17;29805;984;26490;2331;Province;Sumatera Utara;Indonesia;Asia;Sumatera;UTC+07:00;;25;8;450;693;5417;72981;14874889;203.82;9.905.196.442;2.191.894.453;5.45;2003.71;0.27;66.15;6.62;3.30%;88.88%;1.14;1.33
06/06/2021;ID-AC;Aceh;196;2;139;55;16065;619;12258;3188;Province;Aceh;Indonesia;Asia;Sumatera;UTC+07:00;Daerah Khusus;18;5;289;;6497;57956;5247257;90.54;9.691.052.174;4.225.614.628;37.35;3061.60;0.38;117.97;11.80;3.85%;76.30%;0.95;0.67
06/06/2021;ID-BA;Bali;27;1;53;-27;47472;1509;45493;470;Province;Bali;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;1;57;80;636;5780;4216171;729.43;1.151.317.136;-8.369.471.688;6.40;11259.51;0.24;357.91;35.79;3.18%;95.83%;0.96;
06/06/2021;ID-BT;Banten;47;0;32;15;50042;1266;47121;1655;Province;Banten;Indonesia;Asia;Jawa;UTC+07:00;;4;4;155;313;1238;9663;10722374;1109.64;1.061.090.043;-6.456.736.388;4.38;4667.06;0.00;118.07;11.81;2.53%;94.16%;0.53;0.00
06/06/2021;ID-BE;Bengkulu;63;0;46;17;8340;181;7365;794;Province;Bengkulu;Indonesia;Asia;Sumatera;UTC+07:00;;9;1;129;172;1341;19919;1999539;100.38;1.023.384.213;-3.533.583.627;31.51;4170.96;0.00;90.52;9.05;2.17%;88.31%;1.19;1.00
06/06/2021;ID-JK;DKI Jakarta;1019;20;884;115;435132;7292;416233;11607;Province;DKI Jakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Khusus Ibu Kota;1;5;44;267;;664;10846145;16334.31;1.068.361.183;-6.204.698.991;93.95;40118.59;1.84;672.31;67.23;1.68%;95.66%;0.77;0.91
06/06/2021;ID-YO;Daerah Istimewa Yogyakarta;295;5;211;79;46183;1219;42373;2591;Province;Daerah Istimewa Yogyakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Istimewa;4;1;78;46;392;3133;3631015;1158.90;1.104.448.783;-789.450.185;81.24;12719.03;1.38;335.72;33.57;2.64%;91.75%;1.97;0.83
