Date;Location ISO Code;Location;New Cases;New Deaths;New Recovered;New Active Cases;Total Cases;Total Deaths;Total Recovered;Total Active Cases;Location Level;Province;Country;Continent;Island;Time Zone;Special Status;Total Regencies;Total Cities;Total Districts;Total Urban Villages;Total Rural Villages;Area (km2);Population;Population Density;Longitude;Latitude;New Cases per Million;Total Cases per Million;New Deaths per Million;Total Deaths per Million;Total Deaths per 100rb;Case Fatality Rate;Case Recovered Rate;Growth Factor of New Cases;Growth Factor of New Deaths
27/06/2021;ID-SS;Sumatera Selatan;162;5;107;50;28177;1421;25171;1585;Province;Sumatera Selatan;Indonesia;Asia;Sumatera;UTC+07:00;;13;4;241;387;2853;91592;8217551;89.72;1.041.694.647;-3.216.211.808;19.71;3428.88;0.61;172.92;17.29;5.04%;89.33%;0.94;0.56
27/06/2021;ID-SU;Sumatera Utara;119;5;115;-1;35730;1182;31526;3022;Province;Sumatera Utara;Indonesia;Asia;Sumatera;UTC+07:00;;25;8;450;693;5417;72981;14874889;203.82;9.905.196.442;2.191.894.453;8.00;2402.03;0.34;79.46;7.95;3.31%;88.23%;0.54;1.67
28/06/2021;ID-AC;Aceh;104;14;30;60;19015;785;14437;3793;Province;Aceh;Indonesia;Asia;Sumatera;UTC+07:00;Daerah Khusus;18;5;289;;6497;57956;5247257;90.54;9.691.052.174;4.225.614.628;19.82;3623.80;2.67;149.60;14.96;4.13%;75.92%;1.76;3.50
28/06/2021;ID-BA;Bali;212;5;151;56;49759;1559;46652;1548;Province;Bali;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;1;57;80;636;5780;4216171;729.43;1.151.317.136;-8.369.471.688;50.28;11801.94;1.19;369.77;36.98;3.13%;93.76%;1.22;1.25
28/06/2021;ID-BT;Banten;494;7;195;292;56117;1369;49488;5260;Province;Banten;Indonesia;Asia;Jawa;UTC+07:00;;4;4;155;313;1238;9663;10722374;1109.64;1.061.090.043;-6.456.736.388;46.07;5233.64;0.65;127.68;12.77;2.44%;88.19%;0.71;0.37
28/06/2021;ID-BE;Bengkulu;10;1;54;-45;9757;190;8640;927;Province;Bengkulu;Indonesia;Asia;Sumatera;UTC+07:00;;9;1;129;172;1341;19919;1999539;100.38;1.023.384.213;-3.533.583.627;5.00;4879.62;0.50;95.02;9.50;1.95%;88.55%;0.63;
28/06/2021;ID-JK;DKI Jakarta;8348;80;3414;4854;528403;8248;457682;62473;Province;DKI Jakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Khusus Ibu Kota;1;5;44;267;;664;10846145;16334.31;1.068.361.183;-6.204.698.991;769.67;48718.05;7.38;760.45;76.05;1.56%;86.62%;0.89;1.57
28/06/2021;ID-YO;Daerah Istimewa Yogyakarta;859;32;330;497;58718;1511;47792;9415;Province;Daerah Istimewa Yogyakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Istimewa;4;1;78;46;392;3133;3631015;1158.90;1.104.448.783;-789.450.185;236.57;16171.24;8.81;416.14;41.61;2.57%;81.39%;1.03;1.68
28/06/2021;ID-GO;Gorontalo;18;0;5;13;5836;181;5371;284;Province;Gorontalo;Indonesia;Asia;Sulawesi;UTC+08:00;;5;1;77;72;657;11257;1180651;104.88;1.223.760.581;0.687002604;15.25;4943.04;0.00;153.31;15.33;3.10%;92.03%;0.50;1.00
28/06/2021;ID-JA;Jambi;46;4;166;-124;12631;247;10767;1617;Province;Jambi;Indonesia;Asia;Sumatera;UTC+07:00;;9;2;141;163;1399;50058;3493357;69.79;1.027.236.404;-169.769.766;13.17;3615.72;1.15;70.71;7.07;1.96%;85.24%;0.96;4.00
28/06/2021;ID-JB;Jawa Barat;4431;91;1582;2758;376285;5307;324111;46867;Province;Jawa Barat;Indonesia;Asia;Jawa;UTC+07:00;;18;9;627;645;5312;35378;45161325;1276.55;1.076.037.083;-6.920.432.083;98.11;8332.02;2.01;117.51;11.75;1.41%;86.13%;0.98;0.83
28/06/2021;ID-JT;Jawa Tengah;1809;72;1563;174;249604;10765;203651;35188;Province;Jawa Tengah;Indonesia;Asia;Jawa;UTC+07:00;;29;6;576;753;7809;32801;36364072;1108.64;1.102.011.149;-7.259.097.177;49.75;6864.03;1.98;296.03;29.60;4.31%;81.59%;1.00;0.74
28/06/2021;ID-JI;Jawa Timur;1083;67;557;459;170754;12567;150609;7578;Province;Jawa Timur;Indonesia;Asia;Jawa;UTC+07:00;;29;9;666;777;7724;47803;40479023;846.78;1.127.329.414;-7.723.345.579;26.75;4218.33;1.66;310.46;31.05;7.36%;88.20%;1.22;1.00
28/06/2021;ID-KB;Kalimantan Barat;125;15;0;110;14258;261;12862;1135;Province;Kalimantan Barat;Indonesia;Asia;Kalimantan;UTC+07:00;;12;2;174;99;2031;147307;5422814;36.81;1.111.211.776;-0.086474572;23.05;2629.26;2.77;48.13;4.81;1.83%;90.21%;0.86;1.07
28/06/2021;ID-KS;Kalimantan Selatan;48;3;21;24;35939;1065;34128;746;Province;Kalimantan Selatan;Indonesia;Asia;Kalimantan;UTC+08:00;;11;2;153;144;1864;38744;4023049;103.84;1.154.385.783;-2.993.594.979;11.93;8933.27;0.75;264.72;26.47;2.96%;94.96%;2.09;
28/06/2021;ID-KT;Kalimantan Tengah;106;2;78;26;25407;543;20504;4360;Province;Kalimantan Tengah;Indonesia;Asia;Kalimantan;UTC+07:00;;13;1;136;139;1432;153565;2570289;16.74;1.134.176.536;-1.602.484.653;41.24;9884.88;0.78;211.26;21.13;2.14%;80.70%;0.66;1.00
28/06/2021;ID-KI;Kalimantan Timur;382;8;124;250;76260;1816;71246;3198;Province;Kalimantan Timur;Indonesia;Asia;Kalimantan;UTC+08:00;;7;3;103;197;841;129067;3552191;27.52;1.164.684.405;0.45385803;107.54;21468.44;2.25;511.23;51.12;2.38%;93.43%;0.81;0.89
28/06/2021;ID-KU;Kalimantan Utara;0;0;0;0;12818;196;11886;736;Province;Kalimantan Utara;Indonesia;Asia;Kalimantan;UTC+08:00;;4;1;53;35;447;75468;648407;8.59;1.162.188.791;2.891.012.621;0.00;19768.45;0.00;302.28;30.23;1.53%;92.73%;1.00;1.00
28/06/2021;ID-BB;Kepulauan Bangka Belitung;102;1;80;21;20944;327;19724;893;Province;Kepulauan Bangka Belitung;Indonesia;Asia;Sumatera;UTC+07:00;;6;1;47;82;309;16424;1379767;84.01;1.065.499.324;-2.447.444.127;73.93;15179.37;0.72;237.00;23.70;1.56%;94.17%;0.99;
28/06/2021;ID-KR;Kepulauan Riau;329;15;296;18;25023;522;20560;3941;Province;Kepulauan Riau;Indonesia;Asia;Sumatera;UTC+07:00;;5;2;75;142;275;8202;1929400;235.24;108.261.746;3.916.346;170.52;12969.32;7.77;270.55;27.06;2.09%;82.16%;0.76;1.00
28/06/2021;ID-LA;Lampung;159;11;50;98;21350;1108;18419;1823;Province;Lampung;Indonesia;Asia;Sumatera;UTC+07:00;;13;2;228;205;2435;34624;9095591;262.70;1.050.214.366;-4.916.792.975;17.48;2347.29;1.21;121.82;12.18;5.19%;86.27%;0.68;5.50
28/06/2021;ID-MA;Maluku;119;1;1;117;8466;141;7602;723;Province;Maluku;Indonesia;Asia;Maluku;UTC+09:00;;9;2;118;35;1198;46914;1847097;39.37;129.576.792;-3.192.572;64.43;4583.41;0.54;76.34;7.63;1.67%;89.79%;2.33;1.00
28/06/2021;ID-MU;Maluku Utara;24;0;0;24;5087;128;4488;471;Province;Maluku Utara;Indonesia;Asia;Maluku;UTC+09:00;;8;2;116;118;1063;31983;1307803;40.89;1.275.391.072;0.212036949;18.35;3889.73;0.00;97.87;9.79;2.52%;88.22%;0.86;0.00
28/06/2021;ID-NB;Nusa Tenggara Barat;41;0;125;-84;12910;490;10933;1487;Province;Nusa Tenggara Barat;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;2;117;145;995;18572;5270247;283.77;1.175.086.257;-8.606.998.866;7.78;2449.60;0.00;92.97;9.30;3.80%;84.69%;2.16;1.00
28/06/2021;ID-NT;Nusa Tenggara Timur;78;0;31;47;18113;459;16309;1345;Province;Nusa Tenggara Timur;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;21;1;309;327;3026;48718;5411321;111.07;121.592.271;-8.682.205;14.41;3347.24;0.00;84.82;8.48;2.53%;90.04%;0.68;0.00
28/06/2021;ID-PA;Papua;12;0;0;12;20901;275;11584;9042;Province;Papua;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;28;1;560;110;5411;319036;4340348;13.60;13.869.603;-466.620.953;2.76;4815.51;0.00;63.36;6.34;1.32%;55.42%;0.35;0.00
28/06/2021;ID-PB;Papua Barat;120;1;15;104;10440;184;9377;879;Province;Papua Barat;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;12;1;218;95;1742;102955;1140701;11.08;1.329.762.624;-2.045.160.182;105.20;9152.27;0.88;161.30;16.13;1.76%;89.82%;0.79;1.00
28/06/2021;ID-RI;Riau;209;10;312;-113;69848;1909;65182;2757;Province;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;34.41;11499.32;1.65;314.29;31.43;2.73%;93.32%;0.94;1.67
28/06/2021;ID-SR;Sulawesi Barat;19;0;4;15;5785;121;5464;200;Province;Sulawesi Barat;Indonesia;Asia;Sulawesi;UTC+08:00;;6;;69;73;575;16787;1559984;92.93;1.193.450.194;-2.461.746.053;12.18;3708.37;0.00;77.56;7.76;2.09%;94.45%;0.59;1.00
28/06/2021;ID-SN;Sulawesi Selatan;125;2;102;21;63884;973;61743;1168;Province;Sulawesi Selatan;Indonesia;Asia;Sulawesi;UTC+08:00;;21;3;311;792;2255;46717;9426885;201.78;1.201.620.559;-3.731.080.714;13.26;6776.79;0.21;103.22;10.32;1.52%;96.65%;1.34;0.40
28/06/2021;ID-ST;Sulawesi Tengah;50;3;55;-8;13502;398;12707;397;Province;Sulawesi Tengah;Indonesia;Asia;Sulawesi;UTC+08:00;;12;1;175;175;1842;61841;2955567;47.79;1.212.010.927;-100.413.668;16.92;4568.33;1.02;134.66;13.47;2.95%;94.11%;1.43;3.00
28/06/2021;ID-SG;Sulawesi Tenggara;30;1;0;29;11269;230;10190;849;Province;Sulawesi Tenggara;Indonesia;Asia;Sulawesi;UTC+08:00;;15;2;219;377;1911;38068;2635461;69.23;122.070.311;-4.124.688.793;11.38;4275.91;0.38;87.27;8.73;2.04%;90.43%;0.28;
28/06/2021;ID-SA;Sulawesi Utara;34;1;11;22;16176;555;15299;322;Province;Sulawesi Utara;Indonesia;Asia;Sulawesi;UTC+08:00;;11;4;171;332;1507;13892;2641884;190.17;1.245.212.396;1.259.638.212;12.87;6122.90;0.38;210.08;21.01;3.43%;94.58%;3.78;
28/06/2021;ID-SB;Sumatera Barat;89;10;99;-20;50546;1173;46401;2972;Province;Sumatera Barat;Indonesia;Asia;Sumatera;UTC+07:00;;12;7;179;230;928;42013;5519245;131.37;1.004.650.624;-0.850253225;16.13;9158.14;1.81;212.53;21.25;2.32%;91.80%;0.52;1.25
28/06/2021;ID-SS;Sumatera Selatan;199;9;246;-56;28376;1430;25417;1529;Province;Sumatera Selatan;Indonesia;Asia;Sumatera;UTC+07:00;;13;4;241;387;2853;91592;8217551;89.72;1.041.694.647;-3.216.211.808;24.22;3453.10;1.10;174.02;17.40;5.04%;89.57%;1.23;1.80
28/06/2021;ID-SU;Sumatera Utara;208;3;174;31;35938;1185;31700;3053;Province;Sumatera Utara;Indonesia;Asia;Sumatera;UTC+07:00;;25;8;450;693;5417;72981;14874889;203.82;9.905.196.442;2.191.894.453;13.98;2416.02;0.20;79.66;7.97;3.30%;88.21%;1.75;0.60
29/06/2021;ID-AC;Aceh;133;10;87;36;19148;795;14524;3829;Province;Aceh;Indonesia;Asia;Sumatera;UTC+07:00;Daerah Khusus;18;5;289;;6497;57956;5247257;90.54;9.691.052.174;4.225.614.628;25.35;3649.14;1.91;151.51;15.15;4.15%;75.85%;1.28;0.71
29/06/2021;ID-BA;Bali;238;1;102;135;49997;1560;46754;1683;Province;Bali;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;1;57;80;636;5780;4216171;729.43;1.151.317.136;-8.369.471.688;56.45;11858.39;0.24;370.00;37.00;3.12%;93.51%;1.12;0.20
29/06/2021;ID-BT;Banten;521;9;201;311;56638;1378;49689;5571;Province;Banten;Indonesia;Asia;Jawa;UTC+07:00;;4;4;155;313;1238;9663;10722374;1109.64;1.061.090.043;-6.456.736.388;48.59;5282.23;0.84;128.52;12.85;2.43%;87.73%;1.05;1.29
29/06/2021;ID-BE;Bengkulu;110;0;82;28;9867;190;8722;955;Province;Bengkulu;Indonesia;Asia;Sumatera;UTC+07:00;;9;1;129;172;1341;19919;1999539;100.38;1.023.384.213;-3.533.583.627;55.01;4934.64;0.00;95.02;9.50;1.93%;88.40%;11.00;0.00
29/06/2021;ID-JK;DKI Jakarta;7379;80;3505;3794;535782;8328;461187;66267;Province;DKI Jakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Khusus Ibu Kota;1;5;44;267;;664;10846145;16334.31;1.068.361.183;-6.204.698.991;680.33;49398.38;7.38;767.83;76.78;1.55%;86.08%;0.88;1.00
29/06/2021;ID-YO;Daerah Istimewa Yogyakarta;850;18;390;442;59568;1529;48182;9857;Province;Daerah Istimewa Yogyakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Istimewa;4;1;78;46;392;3133;3631015;1158.90;1.104.448.783;-789.450.185;234.09;16405.33;4.96;421.09;42.11;2.57%;80.89%;0.99;0.56
29/06/2021;ID-GO;Gorontalo;10;1;40;-31;5846;182;5411;253;Province;Gorontalo;Indonesia;Asia;Sulawesi;UTC+08:00;;5;1;77;72;657;11257;1180651;104.88;1.223.760.581;0.687002604;8.47;4951.51;0.85;154.15;15.42;3.11%;92.56%;0.56;
29/06/2021;ID-JA;Jambi;123;3;139;-19;12754;250;10906;1598;Province;Jambi;Indonesia;Asia;Sumatera;UTC+07:00;;9;2;141;163;1399;50058;3493357;69.79;1.027.236.404;-169.769.766;35.21;3650.93;0.86;71.56;7.16;1.96%;85.51%;2.67;0.75
29/06/2021;ID-JB;Jawa Barat;4246;119;1607;2520;380531;5426;325718;49387;Province;Jawa Barat;Indonesia;Asia;Jawa;UTC+07:00;;18;9;627;645;5312;35378;45161325;1276.55;1.076.037.083;-6.920.432.083;94.02;8426.04;2.63;120.15;12.01;1.43%;85.60%;0.96;1.31
29/06/2021;ID-JT;Jawa Tengah;2924;94;1517;1313;252528;10859;205168;36501;Province;Jawa Tengah;Indonesia;Asia;Jawa;UTC+07:00;;29;6;576;753;7809;32801;36364072;1108.64;1.102.011.149;-7.259.097.177;80.41;6944.44;2.58;298.62;29.86;4.30%;81.25%;1.62;1.31
29/06/2021;ID-JI;Jawa Timur;1065;90;634;341;171819;12657;151243;7919;Province;Jawa Timur;Indonesia;Asia;Jawa;UTC+07:00;;29;9;666;777;7724;47803;40479023;846.78;1.127.329.414;-7.723.345.579;26.31;4244.64;2.22;312.68;31.27;7.37%;88.02%;0.98;1.34
29/06/2021;ID-KB;Kalimantan Barat;219;5;239;-25;14477;266;13101;1110;Province;Kalimantan Barat;Indonesia;Asia;Kalimantan;UTC+07:00;;12;2;174;99;2031;147307;5422814;36.81;1.111.211.776;-0.086474572;40.38;2669.65;0.92;49.05;4.91;1.84%;90.50%;1.75;0.33
29/06/2021;ID-KS;Kalimantan Selatan;55;1;70;-16;35994;1066;34198;730;Province;Kalimantan Selatan;Indonesia;Asia;Kalimantan;UTC+08:00;;11;2;153;144;1864;38744;4023049;103.84;1.154.385.783;-2.993.594.979;13.67;8946.95;0.25;264.97;26.50;2.96%;95.01%;1.15;0.33
29/06/2021;ID-KT;Kalimantan Tengah;146;0;13;133;25553;543;20517;4493;Province;Kalimantan Tengah;Indonesia;Asia;Kalimantan;UTC+07:00;;13;1;136;139;1432;153565;2570289;16.74;1.134.176.536;-1.602.484.653;56.80;9941.68;0.00;211.26;21.13;2.12%;80.29%;1.38;0.00
29/06/2021;ID-KI;Kalimantan Timur;482;13;121;348;76742;1829;71367;3546;Province;Kalimantan Timur;Indonesia;Asia;Kalimantan;UTC+08:00;;7;3;103;197;841;129067;3552191;27.52;1.164.684.405;0.45385803;135.69;21604.13;3.66;514.89;51.49;2.38%;93.00%;1.26;1.63
29/06/2021;ID-KU;Kalimantan Utara;73;0;8;65;12891;196;11894;801;Province;Kalimantan Utara;Indonesia;Asia;Kalimantan;UTC+08:00;;4;1;53;35;447;75468;648407;8.59;1.162.188.791;2.891.012.621;112.58;19881.03;0.00;302.28;30.23;1.52%;92.27%;;1.00
29/06/2021;ID-BB;Kepulauan Bangka Belitung;88;0;63;25;21032;327;19787;918;Province;Kepulauan Bangka Belitung;Indonesia;Asia;Sumatera;UTC+07:00;;6;1;47;82;309;16424;1379767;84.01;1.065.499.324;-2.447.444.127;63.78;15243.15;0.00;237.00;23.70;1.55%;94.08%;0.86;0.00
29/06/2021;ID-KR;Kepulauan Riau;480;18;299;163;25503;540;20859;4104;Province;Kepulauan Riau;Indonesia;Asia;Sumatera;UTC+07:00;;5;2;75;142;275;8202;1929400;235.24;108.261.746;3.916.346;248.78;13218.10;9.33;279.88;27.99;2.12%;81.79%;1.46;1.20
29/06/2021;ID-LA;Lampung;125;1;39;85;21475;1109;18458;1908;Province;Lampung;Indonesia;Asia;Sumatera;UTC+07:00;;13;2;228;205;2435;34624;9095591;262.70;1.050.214.366;-4.916.792.975;13.74;2361.03;0.11;121.93;12.19;5.16%;85.95%;0.79;0.09
29/06/2021;ID-MA;Maluku;26;1;0;25;8492;142;7602;748;Province;Maluku;Indonesia;Asia;Maluku;UTC+09:00;;9;2;118;35;1198;46914;1847097;39.37;129.576.792;-3.192.572;14.08;4597.48;0.54;76.88;7.69;1.67%;89.52%;0.22;1.00
29/06/2021;ID-MU;Maluku Utara;36;0;2;34;5123;128;4490;505;Province;Maluku Utara;Indonesia;Asia;Maluku;UTC+09:00;;8;2;116;118;1063;31983;1307803;40.89;1.275.391.072;0.212036949;27.53;3917.26;0.00;97.87;9.79;2.50%;87.64%;1.50;1.00
29/06/2021;ID-NB;Nusa Tenggara Barat;82;0;76;6;12992;490;11009;1493;Province;Nusa Tenggara Barat;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;2;117;145;995;18572;5270247;283.77;1.175.086.257;-8.606.998.866;15.56;2465.16;0.00;92.97;9.30;3.77%;84.74%;2.00;1.00
29/06/2021;ID-NT;Nusa Tenggara Timur;125;0;22;103;18238;459;16331;1448;Province;Nusa Tenggara Timur;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;21;1;309;327;3026;48718;5411321;111.07;121.592.271;-8.682.205;23.10;3370.34;0.00;84.82;8.48;2.52%;89.54%;1.60;1.00
29/06/2021;ID-PA;Papua;45;1;3;41;20946;276;11587;9083;Province;Papua;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;28;1;560;110;5411;319036;4340348;13.60;13.869.603;-466.620.953;10.37;4825.88;0.23;63.59;6.36;1.32%;55.32%;3.75;
29/06/2021;ID-PB;Papua Barat;137;0;38;99;10577;184;9415;978;Province;Papua Barat;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;12;1;218;95;1742;102955;1140701;11.08;1.329.762.624;-2.045.160.182;120.10;9272.37;0.00;161.30;16.13;1.74%;89.01%;1.14;0.00
29/06/2021;ID-RI;Riau;288;14;273;1;70136;1923;65455;2758;Province;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;47.41;11546.73;2.30;316.59;31.66;2.74%;93.33%;1.38;1.40
29/06/2021;ID-SR;Sulawesi Barat;8;1;11;-4;5793;122;5475;196;Province;Sulawesi Barat;Indonesia;Asia;Sulawesi;UTC+08:00;;6;;69;73;575;16787;1559984;92.93;1.193.450.194;-2.461.746.053;5.13;3713.50;0.64;78.21;7.82;2.11%;94.51%;0.42;
29/06/2021;ID-SN;Sulawesi Selatan;135;2;73;60;64019;975;61816;1228;Province;Sulawesi Selatan;Indonesia;Asia;Sulawesi;UTC+08:00;;21;3;311;792;2255;46717;9426885;201.78;1.201.620.559;-3.731.080.714;14.32;6791.11;0.21;103.43;10.34;1.52%;96.56%;1.08;1.00
29/06/2021;ID-ST;Sulawesi Tengah;75;1;26;48;13577;399;12733;445;Province;Sulawesi Tengah;Indonesia;Asia;Sulawesi;UTC+08:00;;12;1;175;175;1842;61841;2955567;47.79;1.212.010.927;-100.413.668;25.38;4593.70;0.34;135.00;13.50;2.94%;93.78%;1.50;0.33
29/06/2021;ID-SG;Sulawesi Tenggara;37;2;26;9;11306;232;10216;858;Province;Sulawesi Tenggara;Indonesia;Asia;Sulawesi;UTC+08:00;;15;2;219;377;1911;38068;2635461;69.23;122.070.311;-4.124.688.793;14.04;4289.95;0.76;88.03;8.80;2.05%;90.36%;1.23;2.00
29/06/2021;ID-SA;Sulawesi Utara;38;2;5;31;16214;557;15304;353;Province;Sulawesi Utara;Indonesia;Asia;Sulawesi;UTC+08:00;;11;4;171;332;1507;13892;2641884;190.17;1.245.212.396;1.259.638.212;14.38;6137.29;0.76;210.83;21.08;3.44%;94.39%;1.12;2.00
29/06/2021;ID-SB;Sumatera Barat;188;7;182;-1;50734;1180;46583;2971;Province;Sumatera Barat;Indonesia;Asia;Sumatera;UTC+07:00;;12;7;179;230;928;42013;5519245;131.37;1.004.650.624;-0.850253225;34.06;9192.20;1.27;213.80;21.38;2.33%;91.82%;2.11;0.70
29/06/2021;ID-SS;Sumatera Selatan;164;7;141;16;28540;1437;25558;1545;Province;Sumatera Selatan;Indonesia;Asia;Sumatera;UTC+07:00;;13;4;241;387;2853;91592;8217551;89.72;1.041.694.647;-3.216.211.808;19.96;3473.05;0.85;174.87;17.49;5.04%;89.55%;0.82;0.78
29/06/2021;ID-SU;Sumatera Utara;146;2;260;-116;36084;1187;31960;2937;Province;Sumatera Utara;Indonesia;Asia;Sumatera;UTC+07:00;;25;8;450;693;5417;72981;14874889;203.82;9.905.196.442;2.191.894.453;9.82;2425.83;0.13;79.80;7.98;3.29%;88.57%;0.70;0.67
30/06/2021;ID-AC;Aceh;98;11;117;-30;19246;806;14641;3799;Province;Aceh;Indonesia;Asia;Sumatera;UTC+07:00;Daerah Khusus;18;5;289;;6497;57956;5247257;90.54;9.691.052.174;4.225.614.628;18.68;3667.82;2.10;153.60;15.36;4.19%;76.07%;0.74;1.10
30/06/2021;ID-BA;Bali;221;0;113;108;50218;1560;46867;1791;Province;Bali;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;1;57;80;636;5780;4216171;729.43;1.151.317.136;-8.369.471.688;52.42;11910.81;0.00;370.00;37.00;3.11%;93.33%;0.93;0.00
30/06/2021;ID-BT;Banten;486;17;74;395;57124;1395;49763;5966;Province;Banten;Indonesia;Asia;Jawa;UTC+07:00;;4;4;155;313;1238;9663;10722374;1109.64;1.061.090.043;-6.456.736.388;45.33;5327.55;1.59;130.10;13.01;2.44%;87.11%;0.93;1.89
30/06/2021;ID-BE;Bengkulu;264;1;92;171;10131;191;8814;1126;Province;Bengkulu;Indonesia;Asia;Sumatera;UTC+07:00;;9;1;129;172;1341;19919;1999539;100.38;1.023.384.213;-3.533.583.627;132.03;5066.67;0.50;95.52;9.55;1.89%;87.00%;2.40;
30/06/2021;ID-JK;DKI Jakarta;7680;71;3522;4087;543462;8399;464709;70354;Province;DKI Jakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Khusus Ibu Kota;1;5;44;267;;664;10846145;16334.31;1.068.361.183;-6.204.698.991;708.09;50106.47;6.55;774.38;77.44;1.55%;85.51%;1.04;0.89
30/06/2021;ID-YO;Daerah Istimewa Yogyakarta;892;30;351;511;60460;1559;48533;10368;Province;Daerah Istimewa Yogyakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Istimewa;4;1;78;46;392;3133;3631015;1158.90;1.104.448.783;-789.450.185;245.66;16650.99;8.26;429.36;42.94;2.58%;80.27%;1.05;1.67
30/06/2021;ID-GO;Gorontalo;0;0;3;-3;5846;182;5414;250;Province;Gorontalo;Indonesia;Asia;Sulawesi;UTC+08:00;;5;1;77;72;657;11257;1180651;104.88;1.223.760.581;0.687002604;0.00;4951.51;0.00;154.15;15.42;3.11%;92.61%;0.00;0.00
30/06/2021;ID-JA;Jambi;107;3;98;6;12861;253;11004;1604;Province;Jambi;Indonesia;Asia;Sumatera;UTC+07:00;;9;2;141;163;1399;50058;3493357;69.79;1.027.236.404;-169.769.766;30.63;3681.56;0.86;72.42;7.24;1.97%;85.56%;0.87;1.00
30/06/2021;ID-JB;Jawa Barat;4609;97;2570;1942;385140;5523;328288;51329;Province;Jawa Barat;Indonesia;Asia;Jawa;UTC+07:00;;18;9;627;645;5312;35378;45161325;1276.55;1.076.037.083;-6.920.432.083;102.06;8528.09;2.15;122.29;12.23;1.43%;85.24%;1.09;0.82
30/06/2021;ID-JT;Jawa Tengah;2531;85;1966;480;255059;10944;207134;36981;Province;Jawa Tengah;Indonesia;Asia;Jawa;UTC+07:00;;29;6;576;753;7809;32801;36364072;1108.64;1.102.011.149;-7.259.097.177;69.60;7014.04;2.34;300.96;30.10;4.29%;81.21%;0.87;0.90
30/06/2021;ID-JI;Jawa Timur;1200;104;752;344;173019;12761;151995;8263;Province;Jawa Timur;Indonesia;Asia;Jawa;UTC+07:00;;29;9;666;777;7724;47803;40479023;846.78;1.127.329.414;-7.723.345.579;29.64;4274.29;2.57;315.25;31.52;7.38%;87.85%;1.13;1.16
30/06/2021;ID-KB;Kalimantan Barat;192;0;123;69;14669;266;13224;1179;Province;Kalimantan Barat;Indonesia;Asia;Kalimantan;UTC+07:00;;12;2;174;99;2031;147307;5422814;36.81;1.111.211.776;-0.086474572;35.41;2705.05;0.00;49.05;4.91;1.81%;90.15%;0.88;0.00
30/06/2021;ID-KS;Kalimantan Selatan;82;0;25;57;36076;1066;34223;787;Province;Kalimantan Selatan;Indonesia;Asia;Kalimantan;UTC+08:00;;11;2;153;144;1864;38744;4023049;103.84;1.154.385.783;-2.993.594.979;20.38;8967.33;0.00;264.97;26.50;2.95%;94.86%;1.49;0.00
30/06/2021;ID-KT;Kalimantan Tengah;188;1;17;170;25741;544;20534;4663;Province;Kalimantan Tengah;Indonesia;Asia;Kalimantan;UTC+07:00;;13;1;136;139;1432;153565;2570289;16.74;1.134.176.536;-1.602.484.653;73.14;10014.83;0.39;211.65;21.16;2.11%;79.77%;1.29;
30/06/2021;ID-KI;Kalimantan Timur;489;11;92;386;77231;1840;71459;3932;Province;Kalimantan Timur;Indonesia;Asia;Kalimantan;UTC+08:00;;7;3;103;197;841;129067;3552191;27.52;1.164.684.405;0.45385803;137.66;21741.79;3.10;517.99;51.80;2.38%;92.53%;1.01;0.85
30/06/2021;ID-KU;Kalimantan Utara;159;4;79;76;13050;200;11973;877;Province;Kalimantan Utara;Indonesia;Asia;Kalimantan;UTC+08:00;;4;1;53;35;447;75468;648407;8.59;1.162.188.791;2.891.012.621;245.22;20126.25;6.17;308.45;30.84;1.53%;91.75%;2.18;
30/06/2021;ID-BB;Kepulauan Bangka Belitung;159;0;80;79;21191;327;19867;997;Province;Kepulauan Bangka Belitung;Indonesia;Asia;Sumatera;UTC+07:00;;6;1;47;82;309;16424;1379767;84.01;1.065.499.324;-2.447.444.127;115.24;15358.39;0.00;237.00;23.70;1.54%;93.75%;1.81;1.00
30/06/2021;ID-KR;Kepulauan Riau;421;4;60;357;25924;544;20919;4461;Province;Kepulauan Riau;Indonesia;Asia;Sumatera;UTC+07:00;;5;2;75;142;275;8202;1929400;235.24;108.261.746;3.916.346;218.20;13436.30;2.07;281.95;28.20;2.10%;80.69%;0.88;0.22
